catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,identifier_warning,current_cusa,pricecharting_model_cusa,publication_status
ps4-steins-gate-0,Steins Gate 0,PAL España,standard,steins gate 0,steins gate 0,GAME_OR_UNKNOWN,DEVELOPER,developer,Mages.,mages,Mages. Inc. | MAGES. Inc. | Mages,EXACT_NAME_OR_ALIAS,5pb,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,3,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIDATA,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/steins-gate-0 | https://store.steampowered.com/app/825630 | https://www.wikidata.org/wiki/Q21775901,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA05866_00,CUSA05866_00,HIGH_REPLACEMENT_BLOCKED
ps4-steins-gate-0,Steins Gate 0,PAL España,standard,steins gate 0,steins gate 0,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,PQube Ltd.,pqube,PQube Ltd.,EXACT_NAME_OR_ALIAS,5pb,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/steins-gate-0,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA05866_00,CUSA05866_00,HIGH_REPLACEMENT_BLOCKED
ps4-super-monkey-ball-banana-mania-launch-edition,Super Monkey Ball Banana Mania [Launch Edition],PAL España,standard,super monkey ball banana mania,super monkey ball banana mania,EDITION_VARIANT,DEVELOPER,developer,Ryu Ga Gotoku Studio,ryu-ga-gotoku-studio,Ryu Ga Gotoku Studio | Ryu ga Gotoku Studio,EXACT_NAME_OR_ALIAS,Ryuu ga Gotoku Studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/super-monkey-ball-banana-mania-launch-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1316910 | https://www.wikidata.org/wiki/Q107377205 | https://gamesdb.launchbox-app.com/games/details/446080,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA23944_00,CUSA23944_00,HIGH_REPLACEMENT_BLOCKED
ps4-sword-art-online-lost-song,Sword Art Online: Lost Song,PAL España,standard,sword art online lost song,sword art online lost song,GAME_OR_UNKNOWN,DEVELOPER,developer,Artdink,artdink,Artdink | ArtDink,EXACT_NAME_OR_ALIAS,Bandai Namco Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/840720 | https://www.wikidata.org/wiki/Q21039919 | https://gamesdb.launchbox-app.com/games/details/30640,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA02763_00,CUSA02763_00,HIGH_REPLACEMENT_BLOCKED
ps4-tales-of-arise,Tales of Arise,PAL España,standard,tales of arise,tales of arise,GAME_OR_UNKNOWN,DEVELOPER,developer,Bandai Namco Studios,bandai-namco-studios,Bandai Namco Studios | Bandai Namco Studios Inc.,EXACT_NAME_OR_ALIAS,Namco Tales Studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/tales-of-arise | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/740130,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA17087_00,,HIGH_REPLACEMENT_BLOCKED
ps4-tales-of-vesperia-definitive-edition,Tales of Vesperia Definitive Edition,PAL España,standard,tales of vesperia definitive edition,tales of vesperia,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bandai Namco Entertainment Europe S.A.S.,bandai-namco-entertainment-europe-s-a-s,Bandai Namco Entertainment Europe S.A.S.,EXACT_NAME_OR_ALIAS,Namco Bandai Games,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/tales-of-vesperia-definitive-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA12287_00,CUSA12287_00,HIGH_REPLACEMENT_BLOCKED
ps4-tetris-effect,Tetris Effect,PAL España,standard,tetris effect,tetris effect,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Enhance Games,enhance-games,Enhance Games,EXACT_NAME_OR_ALIAS,Sony Interactive Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/tetris-effect | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA13403_00,,HIGH_REPLACEMENT_BLOCKED
ps4-the-bard%27s-tale-iv-director%27s-cut,The Bard's Tale IV: Director's Cut,PAL España,standard,the bard s tale iv director s cut,the bard s tale iv,EDITION_VARIANT,DEVELOPER,developer,InXile Entertainment,inxile-entertainment,InXile Entertainment | inXile Entertainment,EXACT_NAME_OR_ALIAS,Inxile,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1091980 | https://gamesdb.launchbox-app.com/games/details/210009,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_STRONG_TITLE_REVIEW,CUSA16727_00,CUSA16727_00,IDENTIFIER_BLOCKED
ps4-the-caligula-effect-2,The Caligula Effect 2,PAL España,standard,the caligula effect 2,the caligula effect 2,GAME_OR_UNKNOWN,DEVELOPER,developer,historia Inc,historia-inc,Historia | historia Inc. | historia,EXACT_NAME_OR_ALIAS,Aquria,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1933740 | https://www.wikidata.org/wiki/Q108841656 | https://gamesdb.launchbox-app.com/games/details/473039,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA27397_00,CUSA27397_00,HIGH_REPLACEMENT_BLOCKED
ps4-the-house-of-the-dead-remake-limidead-edition,The House of the Dead Remake [Limidead Edition],PAL España,standard,the house of the dead remake,the house of the dead remake,GAME_OR_UNKNOWN,DEVELOPER,developer,MegaPixel Studio,megapixel-studio,MegaPixel Studio | MegaPixel Studio S. A.,EXACT_NAME_OR_ALIAS,Forever Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1694600 | https://www.wikidata.org/wiki/Q106513313,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA29480_00,CUSA29480_00,HIGH_REPLACEMENT_BLOCKED
ps4-the-legend-of-heroes-trails-beyond-the-horizon-deluxe-edition,The Legend Of Heroes: Trails Beyond The Horizon [Deluxe Edition],PAL España,standard,the legend of heroes trails beyond the horizon,the legend of heroes trails beyond the horizon,EDITION_VARIANT,DEVELOPER,developer,Nihon Falcom Corporation,nihon-falcom,Nihon Falcom,EXACT_NAME_OR_ALIAS,Falcom,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/3316940 | https://gamesdb.launchbox-app.com/games/details/476385,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA51534_00,CUSA51534_00,HIGH_REPLACEMENT_BLOCKED
ps4-the-mooseman,The Mooseman,PAL España,standard,the mooseman,the mooseman,GAME_OR_UNKNOWN,DEVELOPER,developer,Morteshka,morteshka,Morteshka,EXACT_NAME_OR_ALIAS,Sometimes You,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/574310 | https://www.wikidata.org/wiki/Q110419999,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA12159_00,,HIGH_REPLACEMENT_BLOCKED
ps4-the-persistence,The Persistence,PAL España,standard,the persistence,the persistence,GAME_OR_UNKNOWN,DEVELOPER,developer,Firesprite,firesprite,Firesprite | Firesprite Ltd,EXACT_NAME_OR_ALIAS,"Firesprite, Fabrik Games Ltd",REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/the-persistence | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1140100 | https://gamesdb.launchbox-app.com/games/details/419573,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA07814_00,CUSA07814_00,HIGH_REPLACEMENT_BLOCKED
ps4-the-sims-4,The Sims 4,PAL España,standard,the sims 4,the sims 4,GAME_OR_UNKNOWN,DEVELOPER,developer,Maxis,maxis,Maxis,EXACT_NAME_OR_ALIAS,EA Maxis,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1222670 | https://www.wikidata.org/wiki/Q12579896 | https://gamesdb.launchbox-app.com/games/details/193211,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA09209_00,,HIGH_REPLACEMENT_BLOCKED
ps4-the-surge,The Surge,PAL España,standard,the surge,the surge,GAME_OR_UNKNOWN,DEVELOPER,developer,Deck13,deck13,Deck13,EXACT_NAME_OR_ALIAS,Deck 13,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/378540,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA12564_00,,HIGH_REPLACEMENT_BLOCKED
ps4-toki,Toki,PAL España,standard,toki,toki,GAME_OR_UNKNOWN,DEVELOPER,developer,Microids,microids,Microids,EXACT_NAME_OR_ALIAS,Golgoth Studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1058320 | https://gamesdb.launchbox-app.com/games/details/210032,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,HIGH_REPLACEMENT_BLOCKED
ps4-two-point-campus-enrollment-edition,Two Point Campus [Enrollment Edition],PAL España,standard,two point campus,two point campus,GAME_OR_UNKNOWN,DEVELOPER,developer,Two Point Studios,two-point-studios,Two Point Studios,EXACT_NAME_OR_ALIAS,Two Point,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1649080 | https://www.wikidata.org/wiki/Q108858817,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA24605_00,CUSA24605_00,HIGH_REPLACEMENT_BLOCKED
ps4-umihara-kawase-bazooka,Umihara Kawase Bazooka,PAL España,standard,umihara kawase bazooka,umihara kawase bazooka,GAME_OR_UNKNOWN,DEVELOPER,developer,Studio Saizensen,studio-saizensen,Studio Saizensen,EXACT_NAME_OR_ALIAS,Success,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1271620,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA18946_00,,HIGH_REPLACEMENT_BLOCKED
ps4-valkyria-chronicles-4,Valkyria Chronicles 4,PAL España,standard,valkyria chronicles 4,valkyria chronicles 4,GAME_OR_UNKNOWN,DEVELOPER,developer,Sega,sega,SEGA | Sega,EXACT_NAME_OR_ALIAS,"SEGA, Media.Vision",REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/valkyria-chronicles-4 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/155850,El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA09979_00,,HIGH_REPLACEMENT_BLOCKED
ps4-vampyr,Vampyr,PAL España,standard,vampyr,vampyr,GAME_OR_UNKNOWN,DEVELOPER,developer,DONTNOD Entertainment,dontnod-entertainment,DONTNOD Entertainment | Dontnod Entertainment,EXACT_NAME_OR_ALIAS,Don't Nod,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4133-CUSA03468_00-000000VAMPYRGAME | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/427290 | https://gamesdb.launchbox-app.com/games/details/193217,"developed by DONTNOD Entertainment and published by Focus Home Interactive | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA03293_00,,HIGH_REPLACEMENT_BLOCKED
ps4-wasteland-3-day-one-edition,Wasteland 3: Day One Edition,PAL España,standard,wasteland 3,wasteland 3 day one edition,EDITION_VARIANT,DEVELOPER,developer,InXile Entertainment,inxile-entertainment,inXile entertainment Inc | inXile Entertainment | inXile entertainment,EXACT_NAME_OR_ALIAS,InExile,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP4062-CUSA13339_00-WL3EUDEEPS000000 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/719040 | https://www.wikidata.org/wiki/Q27943180 | https://gamesdb.launchbox-app.com/games/details/208667,"Developed by inXile entertainment, Inc | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,HIGH_REPLACEMENT_BLOCKED
ps4-windjammers-2,Windjammers 2,PAL España,standard,windjammers 2,windjammers 2,GAME_OR_UNKNOWN,DEVELOPER,developer,DotEmu,dotemu,DotEmu | Dotemu,EXACT_NAME_OR_ALIAS,Dot Emu,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1114290 | https://www.wikidata.org/wiki/Q61240341 | https://gamesdb.launchbox-app.com/games/details/424731,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA15634_00,,HIGH_REPLACEMENT_BLOCKED
ps4-yakuza-kiwami,Yakuza Kiwami,PAL España,standard,yakuza kiwami,yakuza kiwami,GAME_OR_UNKNOWN,DEVELOPER,developer,Ryu Ga Gotoku Studio,ryu-ga-gotoku-studio,Ryu Ga Gotoku Studio | Ryu ga Gotoku Studio,EXACT_NAME_OR_ALIAS,Ryuu ga Gotoku Studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/yakuza-kiwami | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/3717330 | https://gamesdb.launchbox-app.com/games/details/132728,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA07615_00,CUSA07615_00,HIGH_REPLACEMENT_BLOCKED
ps4-yakuza-kiwami,Yakuza Kiwami,PAL España,standard,yakuza kiwami,yakuza kiwami,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Deep SIlver,deep-silver,Deep Silver,EXACT_NAME_OR_ALIAS,Sega,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/yakuza-kiwami,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,CUSA07615_00,CUSA07615_00,HIGH_REPLACEMENT_BLOCKED
ps4-yakuza-kiwami-2,Yakuza Kiwami 2,PAL España,standard,yakuza kiwami 2,yakuza kiwami 2,GAME_OR_UNKNOWN,DEVELOPER,developer,Ryu Ga Gotoku Studio,ryu-ga-gotoku-studio,Ryu Ga Gotoku Studio | Ryu ga Gotoku Studio,EXACT_NAME_OR_ALIAS,Ryuu ga Gotoku Studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/3717340 | https://gamesdb.launchbox-app.com/games/details/135649,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA08776_00,,HIGH_REPLACEMENT_BLOCKED
