catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,unresolved_reason
ps4-warhammer-40000-inquisitor-martyr-imperium-edition,Warhammer 40.000 Inquisitor Martyr [Imperium Edition],PAL España,standard,warhammer 40 000 inquisitor martyr,warhammer 40 000 inquisitor martyr,GAME_OR_UNKNOWN,DEVELOPER,developer,NeocoreGames,,NeocoreGames,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/527430 | https://www.wikidata.org/wiki/Q54829295,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-warhammer-chaosbane,Warhammer: Chaosbane,PAL España,standard,warhammer chaosbane,warhammer chaosbane,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bigben Interactive,,Bigben Interactive,AMBIGUOUS_NAME,Bigben Interactive,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/warhammer-chaosbane | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-warriors-all-stars,Warriors All Stars,PAL España,standard,warriors all stars,warriors all stars,GAME_OR_UNKNOWN,DEVELOPER,developer,KOEI TECMO GAMES CO,,KOEI TECMO GAMES CO | KOEI TECMO GAMES Co Ltd.,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,GAME_WORK | MATCHED_PS4_PRODUCT,2,PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM,https://store.playstation.com/es-es/product/EP4108-CUSA07903_00-STARGAMEEU000000 | https://store.steampowered.com/app/610190,"Developed by KOEI TECMO GAMES CO | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-2-deluxe-edition,Watch Dogs 2 [Deluxe Edition],PAL España,standard,watch dogs 2,watch dogs 2,EDITION_VARIANT,DEVELOPER,developer,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,2,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE,B_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-2-deluxe-edition | https://store.steampowered.com/app/447040,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-2-deluxe-edition,Watch Dogs 2 [Deluxe Edition],PAL España,standard,watch dogs 2,watch dogs 2,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-2-deluxe-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-2-san-francisco-edition,Watch Dogs 2 [San Francisco Edition],PAL España,standard,watch dogs 2,watch dogs 2,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-2-san-francisco-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-2-steelbook-edition,Watch Dogs 2 [SteelBook Edition],PAL España,standard,watch dogs 2,watch dogs 2,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-2-steelbook-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-complete-edition,Watch Dogs [Complete Edition],PAL España,standard,watch dogs,watch dogs,GAME_OR_UNKNOWN,DEVELOPER,developer,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,2,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE,B_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-complete-edition | https://store.steampowered.com/app/243470,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-complete-edition,Watch Dogs [Complete Edition],PAL España,standard,watch dogs,watch dogs,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-complete-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-legion,Watch Dogs: Legion,PAL España,standard,watch dogs legion,watch dogs legion,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-legion | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-legion-gold-edition,Watch Dogs: Legion [Gold Edition],PAL España,standard,watch dogs legion,watch dogs legion,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-legion-gold-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-legion-resistance-edition,Watch Dogs: Legion [Resistance Edition],PAL España,standard,watch dogs legion,watch dogs legion,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-legion-resistance-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-legion-ultimate-edition,Watch Dogs: Legion [Ultimate Edition],PAL España,standard,watch dogs legion,watch dogs legion,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-legion-ultimate-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watch-dogs-playstation-hits,Watch Dogs [Playstation Hits],PAL España,standard,watch dogs,watch dogs,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/watch-dogs-playstation-hits | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-watchdogs-2-steelbook-edition,Watchdogs 2 [Steelbook Edition],PAL España,standard,watchdogs 2,watchdogs 2,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/watchdogs-2-steelbook-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-way-of-redemption,Way Of Redemption,PAL España,standard,way of redemption,way of redemption,GAME_OR_UNKNOWN,DEVELOPER,developer,Pixel Cream,,Pixel Cream,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/498740,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-who-wants-to-be-a-millionaire,Who Wants To Be A Millionaire,PAL España,standard,who wants to be a millionaire,who wants to be a millionaire,GAME_OR_UNKNOWN,DEVELOPER,developer,Palm Beach Studios,,Palm Beach Studios,NOT_IN_COMPANY_INDEX,Ludia Inc.,REPLACE_OR_ADD_REVIEW,HIGH,NO,MATCHED_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_MATCHED_TITLE_CREDIT,https://store.playstation.com/es-es/product/EP4295-CUSA23749_00-WWTBAM00000000EU,Developed by Palm Beach Studios,No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-who-wants-to-be-a-millionaire,Who Wants To Be A Millionaire,PAL España,standard,who wants to be a millionaire,who wants to be a millionaire,GAME_OR_UNKNOWN,DEVELOPER,developer,Appeal Studios,,Appeal Studios,NOT_IN_COMPANY_INDEX,Ludia Inc.,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/1356240,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-windstorm-an-unexpected-arrival,Windstorm: An Unexpected Arrival,PAL España,standard,windstorm an unexpected arrival,windstorm an unexpected arrival,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Mindscape,,Mindscape,AMBIGUOUS_NAME,Mindscape,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/windstorm-an-unexpected-arrival,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-wipeout-omega-collection-steelbook-edition,Wipeout Omega Collection [Steelbook Edition],PAL España,standard,wipeout omega collection,wipeout omega collection,EDITION_VARIANT,DEVELOPER,developer,Clever Beans,,Clever Beans,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,MATCHED_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_MATCHED_TITLE_CREDIT,https://store.playstation.com/es-es/product/EP9000-CUSA05670_00-WIPEOUTOMEGA00EU,Developed by Clever Beans and EPOS,No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-wipeout-omega-collection-steelbook-edition,Wipeout Omega Collection [Steelbook Edition],PAL España,standard,wipeout omega collection,wipeout omega collection,EDITION_VARIANT,DEVELOPER,developer,EPOS,,EPOS,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,MATCHED_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_MATCHED_TITLE_CREDIT,https://store.playstation.com/es-es/product/EP9000-CUSA05670_00-WIPEOUTOMEGA00EU,Developed by Clever Beans and EPOS,No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-witcher-3-wild-hunt,Witcher 3: Wild Hunt,PAL España,standard,witcher 3 wild hunt,witcher 3 wild hunt,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bandai Namco Entertainment Europe,bandai-namco-entertainment-europe,Bandai Namco Entertainment Europe,EXACT_NAME_OR_ALIAS,Warner Bros. Interactive Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/witcher-3-wild-hunt,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED
ps4-witcher-3-wild-hunt,Witcher 3: Wild Hunt,PAL España,standard,witcher 3 wild hunt,witcher 3 wild hunt,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,CD Projekt,,CD Projekt,NOT_IN_COMPANY_INDEX,Warner Bros. Interactive Entertainment,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/witcher-3-wild-hunt,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-world-of-final-fantasy,World of Final Fantasy,PAL España,standard,world of final fantasy,world of final fantasy,GAME_OR_UNKNOWN,DEVELOPER,developer,Square Enix,,Square Enix,AMBIGUOUS_NAME,TOSE,REPLACE_OR_ADD_REVIEW,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/552700 | https://www.wikidata.org/wiki/Q20189428 | https://gamesdb.launchbox-app.com/games/details/121438,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-world-of-final-fantasy-collector%27s-edition,World Of Final Fantasy [Collector's Edition],PAL España,standard,world of final fantasy,world of final fantasy,EDITION_VARIANT,DEVELOPER,developer,Square Enix,,Square Enix,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/552700 | https://www.wikidata.org/wiki/Q20189428 | https://gamesdb.launchbox-app.com/games/details/121438,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-world-of-final-fantasy-day-one-edition,World of Final Fantasy [Day One Edition],PAL España,standard,world of final fantasy,world of final fantasy,EDITION_VARIANT,DEVELOPER,developer,Square Enix,,Square Enix,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/552700 | https://www.wikidata.org/wiki/Q20189428 | https://gamesdb.launchbox-app.com/games/details/121438,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-world-of-final-fantasy-day-one-edition,World of Final Fantasy [Day One Edition],PAL España,standard,world of final fantasy,world of final fantasy,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Square Enix,,Square Enix,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/world-of-final-fantasy-day-one-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-world-of-final-fantasy-limited-edition,World Of Final Fantasy [Limited Edition],PAL España,standard,world of final fantasy,world of final fantasy,EDITION_VARIANT,DEVELOPER,developer,Square Enix,,Square Enix,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://store.steampowered.com/app/552700 | https://www.wikidata.org/wiki/Q20189428 | https://gamesdb.launchbox-app.com/games/details/121438,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
