slug,company_name,game_count,role_kind,logo_file,logo_type,authentic_logo,confidence,requires_manual_review,selected_qid,selected_entity_label,entity_resolution_method,source_filename,source_page_url,image_source_url,source_license,source_license_url,source_credit,source_artist,official_websites,wikidata_url,wikipedia_es_url,wikipedia_en_url,regionatlas_url,company_inception,company_dissolved,parent_organization_qids,owner_qids,predecessor_qids,successor_qids,mime,width,height,sha256,notes
just-games-interactive,Just Games Interactive,1,developer,company-logos/just-games-interactive.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/just-games-interactive,,,,,,,image/svg+xml,1200,600,7697305792b27af7f8d4f08ec8c1af8142061472d89bc61f5c0b8b1cd801c9c2,No exact authentic logo was documented in the researched sources.
k2,K2,1,developer,company-logos/k2.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139736682,K2,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139736682,,,https://www.regionatlas.games/compania/k2,,,,,,,image/svg+xml,1200,600,5d7527c2dffe5aa5852542af781c77696016c2fb4a031111dcb76c543204ee27,Exact entity located but no documented logo claim was available.
kaerupanda,KaeruPanda,1,developer,company-logos/kaerupanda.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kaerupanda,,,,,,,image/svg+xml,1200,600,a72acb6bf65921ae1bf3e5345804ef231adb35f8c185e61cd06d6fcce523cc31,No exact authentic logo was documented in the researched sources.
kaigan-games-ou,Kaigan Games OÜ,1,developer,company-logos/kaigan-games-ou.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kaigan-games-ou,,,,,,,image/svg+xml,1200,600,f86e5ec72ece6b3d1789b88a0eee55c41219d16b0c14c241a2bfd14a9cf97743,No exact authentic logo was documented in the researched sources.
kaken,Kaken,1,publisher,company-logos/kaken.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kaken,,,,,,,image/svg+xml,1200,600,018af28d4272164e820506509ef06fb3dbfae7f12df384e3e205e36011183904,No exact authentic logo was documented in the researched sources.
karaclan,Karaclan,1,developer,company-logos/karaclan.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/karaclan,,,,,,,image/svg+xml,1200,600,244f419961110ca4ddd1f3b2fd258708350d7ce4a9348b6ec35248633747c998,No exact authentic logo was documented in the researched sources.
kasedo-games,Kasedo Games,1,publisher,company-logos/kasedo-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q60629919,Kasedo Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.kasedogames.com/,https://www.wikidata.org/wiki/Q60629919,,,https://www.regionatlas.games/compania/kasedo-games,,,,,,,image/svg+xml,1200,600,f597bffa5744181d7037231307ce2b243036bea6c2c361f3a8e6d37e97b1f1ed,Exact entity located but no documented logo claim was available.
kawada,Kawada,1,publisher,company-logos/kawada.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kawada,,,,,,,image/svg+xml,1200,600,406c35a05c4d1ae7479f08a549ae45a93d01784a333d83cba9b230bdc417a585,No exact authentic logo was documented in the researched sources.
kemco-pqube,"Kemco, PQube",1,publisher,company-logos/kemco-pqube.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/kemco-pqube,,,,,,,image/svg+xml,1200,600,aace9074ead4f9d901309f4a09051afb7567b960fc0c1d4c9339eed0b5d8f765,Composite credit: split companies before assigning individual logos.
kepler-interactive,Kepler Interactive,1,publisher,company-logos/kepler-interactive.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q116786225,Kepler Interactive,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.kepler-interactive.com,https://www.wikidata.org/wiki/Q116786225,https://es.wikipedia.org/wiki/Kepler_Interactive,https://en.wikipedia.org/wiki/Kepler_Interactive,https://www.regionatlas.games/compania/kepler-interactive,+2021-09-29T00:00:00Z,,,,,,image/svg+xml,1200,600,e2ae988c69f7bf54249a13d447f93719ddece16e6c8a1cd8512300112fdc3626,Exact entity located but no documented logo claim was available.
key,Key,1,developer,company-logos/key.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/key,,,,,,,image/svg+xml,1200,600,b1041800a48e7da599d80c62106637628879edfa587156db3b32e3214df4eb54,No exact authentic logo was documented in the researched sources.
kheops-studio,Kheops Studio,1,developer,company-logos/kheops-studio.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q3196163,Kheops Studio,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.kheops-studio.com,https://www.wikidata.org/wiki/Q3196163,,https://en.wikipedia.org/wiki/Kheops_Studio,https://www.regionatlas.games/compania/kheops-studio,+2003-00-00T00:00:00Z,+2012-01-00T00:00:00Z,,,,,image/svg+xml,1200,600,7812a1aadde7687e767f62b04b5319e3ddcea2692c87d8eb3610dc599a9e9fbf,Exact entity located but no documented logo claim was available.
kiddnix-studios-gmbh,KIDDNIX Studios GmbH,1,both,company-logos/kiddnix-studios-gmbh.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kiddnix-studios-gmbh,,,,,,,image/svg+xml,1200,600,8c776ef4c0d77ca2c9cb2f1e0c72f8fe85aef1d3f1be4f6bc47b3c545badaae9,No exact authentic logo was documented in the researched sources.
king-of-the-jungle,King Of The Jungle,1,developer,company-logos/king-of-the-jungle.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q118145852,King of the Jungle,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q118145852,,,https://www.regionatlas.games/compania/king-of-the-jungle,,,,,,,image/svg+xml,1200,600,8db3624d34c9829d80e66dfb2e0a4b9e80774db64fa0228881dbf69fe70a6bee,Exact entity located but no documented logo claim was available.
kitty-group,Kitty Group,1,developer,company-logos/kitty-group.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139796916,Kitty Group,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139796916,,,https://www.regionatlas.games/compania/kitty-group,,,,,,,image/svg+xml,1200,600,d95a05ff8b8d9f95003d55abd0ff160ae0df0d537506450137d4f175b464f916,Exact entity located but no documented logo claim was available.
klon,KLON,1,developer,company-logos/klon.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/klon,,,,,,,image/svg+xml,1200,600,c8e62ef3445b5b09d6c5e56cbc8ba4bd92f23300f37ff6e1368c4bf5e353fbee,No exact authentic logo was documented in the researched sources.
kluge-interactive,Kluge Interactive,1,developer,company-logos/kluge-interactive.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q122453765,Kluge Interactive,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://klugeinteractive.com/,https://www.wikidata.org/wiki/Q122453765,,,https://www.regionatlas.games/compania/kluge-interactive,,,,,,,image/svg+xml,1200,600,0bc1ee4a1c4d3828e83078676bb9a5cf8ed1df27bcc4a19caaef66f853e47f43,Exact entity located but no documented logo claim was available.
kmm-games,KMM Games,1,developer,company-logos/kmm-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139737185,KMM Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139737185,,,https://www.regionatlas.games/compania/kmm-games,,,Q6389652,,,,image/svg+xml,1200,600,3388ed289503bfaa1e5e77c9bea7db4f3a54095f833e4d0e0e9f4535f183cbb0,Exact entity located but no documented logo claim was available.
kobi-group,Kobi Group,1,publisher,company-logos/kobi-group.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kobi-group,,,,,,,image/svg+xml,1200,600,4dd1e2cf56c18d9cba054f86f049f763aa5a99a6e8e64e74ffa688687bfad4b9,No exact authentic logo was documented in the researched sources.
koch-media-deep-silver,"KOCH Media, Deep Silver",1,publisher,company-logos/koch-media-deep-silver.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/koch-media-deep-silver,,,,,,,image/svg+xml,1200,600,c07c632a29b1c9e667ad0fabd691581ba7b376b3e4466abae1e5f28782c63dd9,Composite credit: split companies before assigning individual logos.
koei-tecmo-europe,Koei Tecmo Europe,1,publisher,company-logos/koei-tecmo-europe.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q109531508,Koei Tecmo Europe,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.koeitecmoeurope.com/,https://www.wikidata.org/wiki/Q109531508,,,https://www.regionatlas.games/compania/koei-tecmo-europe,+2002-08-08T00:00:00Z,,Q1576915,,,,image/svg+xml,1200,600,7735482adc75d2507cf6fcd9ec8e6b53847938e75576cff0778deab0a6070524,Exact entity located but no documented logo claim was available.
koei-tecmo-holdings,Koei Tecmo Holdings,1,developer,company-logos/koei-tecmo-holdings.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/koei-tecmo-holdings,,,,,,,image/svg+xml,1200,600,bb48f21d19a1d7cf93fa8a6b29b534e88c6e055f98d0baac440e606a39ddc1f4,No exact authentic logo was documented in the researched sources.
kof-studio,KOF Studio,1,developer,company-logos/kof-studio.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kof-studio,,,,,,,image/svg+xml,1200,600,0d2ce21b559aeca052e41340d806d09c922794f11a5e93e399d68aeffb5cb049,No exact authentic logo was documented in the researched sources.
kokocapcom,KokoCapcom,1,publisher,company-logos/kokocapcom.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/kokocapcom,,,,,,,image/svg+xml,1200,600,961e004a8f5e5e6fac56ef67b7e9224e2175c55b841037a85c53a3d3989792e6,No exact authentic logo was documented in the researched sources.
komi-games-inc,Komi Games Inc,1,developer,company-logos/komi-games-inc.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q123631798,Komi Games,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q123631798,,,https://www.regionatlas.games/compania/komi-games-inc,,,,,,,image/svg+xml,1200,600,d48bddea54e795b2b9dc99d1dffb8a8ec0a2d7e368245be4331f287002d94675,Exact entity located but no documented logo claim was available.
konami-computer-entertainment-kobe,Konami Computer Entertainment Kobe,1,developer,company-logos/konami-computer-entertainment-kobe.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/konami-computer-entertainment-kobe,,,,,,,image/svg+xml,1200,600,67c2098f9b713d0ad738c3f0325d1c300c1bbaef2fa2b2be39a1df5bba9c7362,No exact authentic logo was documented in the researched sources.
konami-of-europe,Konami of Europe,1,publisher,company-logos/konami-of-europe.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,INDEX_CANDIDATE_NOT_EXACT_PRIMARY_LABEL,,,,,,,,,,,,https://www.regionatlas.games/compania/konami-of-europe,,,,,,,image/svg+xml,1200,600,0235416e1541b19194ec61c176a5f90a9da0a406ba6513d45ea2282f2d9d08e7,No exact authentic logo was documented in the researched sources.
konami-factor-5,"Konami, Factor 5",1,developer,company-logos/konami-factor-5.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/konami-factor-5,,,,,,,image/svg+xml,1200,600,35fd065702b22eaaf95dcf536aac4bb987a9ed5c3058cdf3e00c67b125bcb2b2,Composite credit: split companies before assigning individual logos.
korner-entertainment,Korner Entertainment,1,developer,company-logos/korner-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/korner-entertainment,,,,,,,image/svg+xml,1200,600,8573e67d72bb70e844fc5b1bf852245c057d18b0f80c54556f807a990616fd9a,No exact authentic logo was documented in the researched sources.
kouyousha-mastiff,Kouyousha | Mastiff,1,developer,company-logos/kouyousha-mastiff.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/kouyousha-mastiff,,,,,,,image/svg+xml,1200,600,0584b876e6395c1b5060345adc98fb1d40b68d972d7c28c6d90bde5734eeec64,Composite credit: split companies before assigning individual logos.
krisalis,Krisalis,1,developer,company-logos/krisalis.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/krisalis,,,,,,,image/svg+xml,1200,600,6280d9e00793a1864029781ba78d6a506452c7487cab05ac01ece5d19a67ee76,No exact authentic logo was documented in the researched sources.
ktulhu-solutions,Ktulhu Solutions,1,developer,company-logos/ktulhu-solutions.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/ktulhu-solutions,,,,,,,image/svg+xml,1200,600,82fea32cae32c436fd4c7733202b8faa48e80e68395966a8840c68c3a462abe4,No exact authentic logo was documented in the researched sources.
la-belle-games-arte-france,"La Belle Games, ARTE France",1,developer,company-logos/la-belle-games-arte-france.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/la-belle-games-arte-france,,,,,,,image/svg+xml,1200,600,e0559fbba1cfe118402ff61a6be1bcd0add96d378c71a9610e8ada2cebc3afd5,Composite credit: split companies before assigning individual logos.
lab-zero-games,Lab Zero Games,1,developer,company-logos/lab-zero-games.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q88090338,Lab Zero Games,WIKIDATA_SEARCH_EXACT_LABEL,Lab Zero Games logo.png,https://commons.wikimedia.org/wiki/File:Lab_Zero_Games_logo.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Lab_Zero_Games_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://labzerogames.com/,Lab Zero Games,https://labzerogames.com/,https://www.wikidata.org/wiki/Q88090338,,,https://www.regionatlas.games/compania/lab-zero-games,,,,,,,image/png,511,103,b2121cc92524698972b4c0b9072813ded465090f7376cd4ae69f4d96cb903ad1,
laki-studios,Laki Studios,1,developer,company-logos/laki-studios.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/laki-studios,,,,,,,image/svg+xml,1200,600,78fba7683cc5fae684d8af01976b00ee614a69ebe7db7d69d07da02d3ca7afeb,No exact authentic logo was documented in the researched sources.
lantera,Lantera,1,developer,company-logos/lantera.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lantera,,,,,,,image/svg+xml,1200,600,3f9aba4684f06758f5a7cbbdca9f3f09e7d49b3c16655abf28bb9e467c10ab22,No exact authentic logo was documented in the researched sources.
larousse,Larousse,1,developer,company-logos/larousse.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/larousse,,,,,,,image/svg+xml,1200,600,bc858f99839a949999612af00eee82b5a6c98c9a8a7aab95f768e468f00c6df1,No exact authentic logo was documented in the researched sources.
laser-beam,Laser Beam,1,publisher,company-logos/laser-beam.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/laser-beam,,,,,,,image/svg+xml,1200,600,c83b68b6aa935bf75639ff22ae5afb1f7a0de7564cff053ed18f5f142490be70,No exact authentic logo was documented in the researched sources.
laser-beam-entertainment,Laser Beam Entertainment,1,publisher,company-logos/laser-beam-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/laser-beam-entertainment,,,,,,,image/svg+xml,1200,600,f421c08f86aac4f726d665b60cbfee8518c01f96358becbf42e51b052f0f5afa,No exact authentic logo was documented in the researched sources.
last-chicken-games,Last Chicken Games,1,developer,company-logos/last-chicken-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/last-chicken-games,,,,,,,image/svg+xml,1200,600,c84f5991ae6f12005d974b62e0c1641b43c57663aa62d234370e05e31b0ca990,No exact authentic logo was documented in the researched sources.
lay-up,Lay-Up,1,publisher,company-logos/lay-up.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lay-up,,,,,,,image/svg+xml,1200,600,56b5da1cea1a1e7835c1af12ba42a9a43ed4ca3de2fa44e5136b374f642491c4,No exact authentic logo was documented in the researched sources.
le-cartel,Le Cartel,1,developer,company-logos/le-cartel.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q66956879,Le Cartel,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://lecartelstudio.fr/,https://www.wikidata.org/wiki/Q66956879,,,https://www.regionatlas.games/compania/le-cartel,,,,,,,image/svg+xml,1200,600,fddb4935fe7d69d86966f04eb66c3b8296b7f566c1c8dfb59f630a39b8db1fc5,Exact entity located but no documented logo claim was available.
leadman-games,Leadman Games,1,publisher,company-logos/leadman-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/leadman-games,,,,,,,image/svg+xml,1200,600,2d106cd556eb0d5390a5728e4591a4c24c9fadf6f63c81563897c876167c06ad,No exact authentic logo was documented in the researched sources.
leaping-lizard-software,Leaping Lizard Software,1,developer,company-logos/leaping-lizard-software.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/leaping-lizard-software,,,,,,,image/svg+xml,1200,600,459aec7785695b2dd4008dab19afd51827acc2c26dc0549e0a7d1ed6029e5c9a,No exact authentic logo was documented in the researched sources.
left-field,Left Field,1,developer,company-logos/left-field.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/left-field,,,,,,,image/svg+xml,1200,600,c369938c793f9fec3a61e4c8a98e44ddbb796ad353b6c9fddd7ce016a008e852,No exact authentic logo was documented in the researched sources.
lego,LEGO,1,publisher,company-logos/lego.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lego,,,,,,,image/svg+xml,1200,600,ff85bf99c4752effe5cba93d2e78d8c09375f7b32aec2970d17d5a59a7808fc2,No exact authentic logo was documented in the researched sources.
lentera-nusantara-studio-corporation,Lentera Nusantara Studio Corporation,1,developer,company-logos/lentera-nusantara-studio-corporation.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lentera-nusantara-studio-corporation,,,,,,,image/svg+xml,1200,600,ca8f0db716858a3e381bdd852d31ea0654b280a9067f53ca68f01ca81af40b76,No exact authentic logo was documented in the researched sources.
leonard-menchiari-daniele-vicinanzo-giulio-perrone,"Leonard Menchiari, Daniele Vicinanzo, Giulio Perrone",1,developer,company-logos/leonard-menchiari-daniele-vicinanzo-giulio-perrone.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/leonard-menchiari-daniele-vicinanzo-giulio-perrone,,,,,,,image/svg+xml,1200,600,c3e0a32ef8712e652c2b0838210dd9c81c830be2848d492e2d6d65fd003a472d,Composite credit: split companies before assigning individual logos.
leonardo-interactive,Leonardo Interactive,1,publisher,company-logos/leonardo-interactive.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q106977646,Leonardo Interactive,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://leonardointeractive.com,https://www.wikidata.org/wiki/Q106977646,,,https://www.regionatlas.games/compania/leonardo-interactive,,,,,,,image/svg+xml,1200,600,ba72b4338a47f6279246cd99d9f083d36d8585b9cd4a8b4447411a3ae7e67472,Exact entity located but no documented logo claim was available.
level-77,Level 77,1,developer,company-logos/level-77.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/level-77,,,,,,,image/svg+xml,1200,600,66bdd4e9ee7b4e9fa130b4a41f5ad955386d3ec2ee1845481bcde912611179b6,No exact authentic logo was documented in the researched sources.
level-5-amp-capcom,Level-5 & Capcom,1,developer,company-logos/level-5-amp-capcom.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/level-5-amp-capcom,,,,,,,image/svg+xml,1200,600,ea5e299b954d5fc94cb606e238536e6034382659b0dc9529af34439d266fdaca,Composite credit: split companies before assigning individual logos.
level-5-nippon-ichi-software,"Level-5, Nippon Ichi Software",1,developer,company-logos/level-5-nippon-ichi-software.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/level-5-nippon-ichi-software,,,,,,,image/svg+xml,1200,600,b5e0e91e70ff13ff7548320a2d977ccf6e41999a82cb0c3f121ceb63e0cf7be9,Composite credit: split companies before assigning individual logos.
level5-inc,Level5 Inc,1,developer,company-logos/level5-inc.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/level5-inc,,,,,,,image/svg+xml,1200,600,5348306f18e42f5e1e4fb578d6ba9b448667fc3de18440f4396f51ef41ed3c7b,No exact authentic logo was documented in the researched sources.
lienzo,Lienzo,1,developer,company-logos/lienzo.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q111188621,Lienzo,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.lienzo.mx/,https://www.wikidata.org/wiki/Q111188621,,,https://www.regionatlas.games/compania/lienzo,,,,,,,image/svg+xml,1200,600,394fde78dd1d21f98e1d5b4b340d93a394ea8ad99ee9e5b95f12c0b4b6b58120,Exact entity located but no documented logo claim was available.
lightbulb-crew,Lightbulb Crew,1,developer,company-logos/lightbulb-crew.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q96651578,Lightbulb Crew,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://lightbulbcrew.fr/,https://www.wikidata.org/wiki/Q96651578,,,https://www.regionatlas.games/compania/lightbulb-crew,+2013-03-13T00:00:00Z,,,,,,image/svg+xml,1200,600,037ba47c8740be94b7952f1778d70eb54571a6b64726d866b869134c26bfdc0a,Exact entity located but no documented logo claim was available.
lightweight,LightWeight,1,developer,company-logos/lightweight.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lightweight,,,,,,,image/svg+xml,1200,600,c260e13b8937385ce6f2527b6bb373956a8d43f643195213c746c3ae35d9d943,No exact authentic logo was documented in the researched sources.
lilly-games,Lilly Games,1,developer,company-logos/lilly-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/lilly-games,,,,,,,image/svg+xml,1200,600,7c9ebcdb6a3acfdbf5986ce4059dbf0d1aff50a6c8b8db465e63d729c5d9c219,No exact authentic logo was documented in the researched sources.
limited-run-hello-there-games,Limited Run / Hello There Games,1,publisher,company-logos/limited-run-hello-there-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-hello-there-games,,,,,,,image/svg+xml,1200,600,682772ccaffb6db62a10b1d4f5a1d8ddad2f6fff6e225d6741afa8ca6bf6773c,Composite credit: split companies before assigning individual logos.
limited-run-games-binary-haze-interactive,Limited Run Games / Binary Haze Interactive,1,publisher,company-logos/limited-run-games-binary-haze-interactive.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-binary-haze-interactive,,,,,,,image/svg+xml,1200,600,6b1053c6dfd9b953ae29106dfec7f7d1dc9e0b4b6ac6f83877dfc041e39f42cc,Composite credit: split companies before assigning individual logos.
limited-run-games-team17-digital-ltd,Limited Run Games / Team17 Digital Ltd,1,publisher,company-logos/limited-run-games-team17-digital-ltd.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-team17-digital-ltd,,,,,,,image/svg+xml,1200,600,d830e18cd4b55f15f92acbf5b1a3f26a5629d3e8054a1e57dd0b0993bec47345,Composite credit: split companies before assigning individual logos.
limited-run-games-degica,"Limited Run Games, Degica",1,publisher,company-logos/limited-run-games-degica.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-degica,,,,,,,image/svg+xml,1200,600,94d88ec557dc8429afac31781f2f728c049ef6e1e9e3392f9568e04a4634698d,Composite credit: split companies before assigning individual logos.
limited-run-games-dotemu,"Limited Run Games, Dotemu",1,publisher,company-logos/limited-run-games-dotemu.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-dotemu,,,,,,,image/svg+xml,1200,600,3918f2be378a47ba9a4610d848a3f92f7ab038e29e993e67a70169d8e646c932,Composite credit: split companies before assigning individual logos.
limited-run-games-eastasiasoft,"Limited Run Games, eastasiasoft",1,publisher,company-logos/limited-run-games-eastasiasoft.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/limited-run-games-eastasiasoft,,,,,,,image/svg+xml,1200,600,1d5b1ffee652fcb4ee666fcebead449fd342e91a58b962a85d5f8b3d90f8d0f5,Composite credit: split companies before assigning individual logos.
